MPI 1000					
1.00	2.00	4.00	8.00	16.00	28.00
1.05	0.39	0.30	0.17	0.11	0.11
					
MPI 5000					
1.00	2.00	4.00	8.00	16.00	28.00
64.32	15.68	7.50	3.78	1.98	1.74
					
MPI 10000					
1.00	2.00	4.00	8.00	16.00	28.00
350.00	101.33	29.59	13.81	7.82	6.32
					
MPI 20000					
1.00	2.00	4.00	8.00	16.00	28.00
1264.87	438.87	150.11	60.79	28.53	23.88
