OMP 1000					
1.00	2.00	4.00	8.00	16.00	28.00
0.93	0.59	0.39	0.28	0.23	0.30
					
OMP 5000					
1.00	2.00	4.00	8.00	16.00	28.00
64.17	47.68	33.51	24.66	17.22	20.80
					
OMP 10000					
1.00	2.00	4.00	8.00	16.00	28.00
392.32	291.98	210.40	164.69	113.71	127.69
					
OMP 20000					
1.00	2.00	4.00	8.00	16.00	28.00
1134.29	734.32	567.00	404.33	297.52	404.28
